value,state,wstate,wstateval,ecity,ecityval,wcity,wcityval,,JOB TITLE VAL,JOB TITLE,,,,JOB TITLE VAL,JOB TITLE,,,W-CITY,W-CITY VAL,,,E-CITY,E-CITY VAL
,,,,"WASHINGTON, D.C.",20,CRANBERRY TWP,32,,,,,,,,,,,,,,,,
,,,,BAYTOWN,20,COCKEYSVILLE,32,,,,,,,,,,,,,,,,
,,,,MOUNT JOY,20,SPARKS GLENCOE,32,,,,,,,,,,,,,,,,
,,,,EMERSON,19,GROVEPORT,32,,,,,,,,,,,,,,,,
,,,,WESTWOOD,19,AVENEL,32,,,,,,,,,,,,,,,,
,,,,LOVES PARK,19,NORTH BETHESDA,32,,,,,,,,,,,,,,,,
,,,,VERMILLION,19,FORTMILL,32,,,,,,,,,,,,,,,,
,,,,JOHNSTOWN,19,ETTERS,32,,,,,,,,,,,,,,,,
,,,,JAMESTOWN,19,CHEEKTOWAGA,32,,,,,,,,,,,,,,,,
,,,,WATSONVILLE,19,BLAINE,32,,,,,,,,,,,,,,,,
,,,,LOLITA,19,VALLEY STREAM,31,,,,,,,,,,,,,,,,
,,,,NORTHFIELD,19,WELLESLEY HILLS,31,,,,,,,,,,,,,,,,
,,,,SIOUX CITY,19,TERRE HAUTE,31,,,,,,,,,,,,,,,,
,,,,MIAMI GARDENS,19,CENTER VALLEY,31,,,,,,,,,,,,,,,,
,,,,WATERFORD,19,EL CAJON,31,,,,,,,,,,,,,,,,
,,,,KEY BISCAYNE,19,SARATOGA SPRINGS,31,,,,,,,,,,,,,,,,
,,,,CENTERVILLE,19,OLEAN,31,,,,,,,,,,,,,,,,
,,,,DORCHESTER,19,ATTLEBORO,31,,,,,,,,,,,,,,,,
,,,,MARLTON,19,HATTIESBURG,31,,,,,,,,,,,,,,,,
,,,,SANTA CLARITA,19,OAK BROOK TERRACE,31,,,,,,,,,,,,,,,,
,,,,ROCKLEDGE,19,CLINTON TOWNSHIP,31,,,,,,,,,,,,,,,,
,,,,VAN BUREN TWP,19,MAPLE GROVE,31,,,,,,,,,,,,,,,,
,,,,COLLEGEVILLE,19,GURNEE,31,,,,,,,,,,,,,,,,
,,,,NORTH BILLERICA,19,STEVENS POINT,31,,,,,,,,,,,,,,,,
,,,,BARTLESVILLE,19,WENDELL,31,,,,,,,,,,,,,,,,
,,,,CUYAHOGA FALLS,19,ENFIELD,31,,,,,,,,,,,,,,,,
,,,,PUEBLO,19,WAUSAU,31,,,,,,,,,,,,,,,,
,,,,PARSIPPANY-TROY HILLS,19,PEMBROKE PINES,31,,,,,,,,,,,,,,,,
,,,,CARLSTADT,19,FT. WORTH,31,,,,,,,,,,,,,,,,
,,,,GONZALES,19,OCALA,31,,,,,,,,,,,,,,,,
,,,,POTOMAC,19,CHESTER,31,,,,,,,,,,,,,,,,
,,,,MAPLEWOOD,19,LINDON,30,,,,,,,,,,,,,,,,
,,,,CORALVILLE,19,MEDINA,30,,,,,,,,,,,,,,,,
,,,,EAST MEADOW,19,WYOMISSING,30,,,,,,,,,,,,,,,,
,,,,COLCHESTER,19,ROWLAND HEIGHTS,30,,,,,,,,,,,,,,,,
,,,,DUVAL,19,DELAWARE,30,,,,,,,,,,,,,,,,
,,,,APEX,18,GLENS FALLS,30,,,,,,,,,,,,,,,,
,,,,TERRE HAUTE,18,HARLEYSVILLE,30,,,,,,,,,,,,,,,,
,,,,POTSDAM,18,HARMON,30,,,,,,,,,,,,,,,,
,,,,OSWEGO,18,GLEN BURNIE,30,,,,,,,,,,,,,,,,
,,,,WEST POINT,18,MISSISSIPPI STATE,30,,,,,,,,,,,,,,,,
,,,,LAWTON,18,ROSSLYN,30,,,,,,,,,,,,,,,,
,,,,SARATOGA SPRINGS,18,HOPEWELL JUNCTION,30,,,,,,,,,,,,,,,,
,,,,FISHERS,18,KENILWORTH,30,,,,,,,,,,,,,,,,
,,,,VALLEY,18,LINCOLNTON,30,,,,,,,,,,,,,,,,
,,,,TRAVERSE CITY,18,POWELL,30,,,,,,,,,,,,,,,,
,,,,PONTIAC,18,NEW BERLIN,30,,,,,,,,,,,,,,,,
,,,,OGDEN,18,ROSENBERG,30,,,,,,,,,,,,,,,,
,,,,COPE,18,CLEWISTON,30,,,,,,,,,,,,,,,,
,,,,FAIRFAX STATION,18,ROGERS,29,,,,,,,,,,,,,,,,
,,,,WARRENTON,18,THE COLONY,29,,,,,,,,,,,,,,,,
,,,,NEW BREMEN,18,CONROE,29,,,,,,,,,,,,,,,,
,,,,CORTE MADERA,18,AUBURN UNIVERSITY,29,,,,,,,,,,,,,,,,
,,,,WILLISTON,18,COMPTON,29,,,,,,,,,,,,,,,,
,,,,NORTH PROVIDENCE,18,LAGUNA HILLS,29,,,,,,,,,,,,,,,,
,,,,PINE BLUFF,18,CHESTNUT HILL,29,,,,,,,,,,,,,,,,
,,,,ELK GROVE,18,FALMOUTH,29,,,,,,,,,,,,,,,,
,,,,YOUNGSTOWN,18,GALESBURG,29,,,,,,,,,,,,,,,,
,,,,WOODMERE,18,DARIEN,29,,,,,,,,,,,,,,,,
,,,,HAMDEN,18,JEFFERSONVILLE,29,,,,,,,,,,,,,,,,
,,,,SIDNEY,18,MAYWOOD,29,,,,,,,,,,,,,,,,
,,,,BENICIA,18,ELKHART,29,,,,,,,,,,,,,,,,
,,,,WALPOLE,18,STRATFORD,29,,,,,,,,,,,,,,,,
,,,,CARLISLE,18,VISALIA,29,,,,,,,,,,,,,,,,
,,,,MIDLOTHIAN,17,NEW HOLLAND,29,,,,,,,,,,,,,,,,
,,,,LEWES,17,CANOGA PARK,29,,,,,,,,,,,,,,,,
,,,,CULPEPER,17,KENNETT SQUARE,29,,,,,,,,,,,,,,,,
,,,,HENDERSONVILLE,17,GREENSBURG,29,,,,,,,,,,,,,,,,
,,,,NEWBURYPORT,17,WOODLAWN,29,,,,,,,,,,,,,,,,
,,,,RICHMOND HILL,17,SAINT LOUIS PARK,29,,,,,,,,,,,,,,,,
,,,,CALHOUN,17,EVENDALE,29,,,,,,,,,,,,,,,,
,,,,NAZARETH,17,SOUTHBURY,29,,,,,,,,,,,,,,,,
,,,,HAYS,17,MALIBU,29,,,,,,,,,,,,,,,,
,,,,ELKHART,17,FLAGSTAFF,29,,,,,,,,,,,,,,,,
,,,,HAMMOND,17,SHEBOYGAN,29,,,,,,,,,,,,,,,,
,,,,RYE,17,BALDWIN,29,,,,,,,,,,,,,,,,
,,,,FAIRPORT,17,LA MIRADA,28,,,,,,,,,,,,,,,,
,,,,UTICA,17,HOUGHTON,28,,,,,,,,,,,,,,,,
,,,,ROCKLIN,17,CHICO,28,,,,,,,,,,,,,,,,
,,,,"GAHANNA,",17,BALDWIN PARK,28,,,,,,,,,,,,,,,,
,,,,CAPE GIRARDEAU,17,STATE COLLEGE,28,,,,,,,,,,,,,,,,
,,,,HASBROUCK HEIGHTS,17,NEW ROCHELLE,28,,,,,,,,,,,,,,,,
,,,,DAHLONEGA,17,KLAMATH FALLS,28,,,,,,,,,,,,,,,,
,,,,ST. AUGUSTINE,17,SOUTH EL MONTE,28,,,,,,,,,,,,,,,,
,,,,CHENEY,17,FOXBOROUGH,28,,,,,,,,,,,,,,,,
,,,,BRIGHTON,17,YPSILANTI,28,,,,,,,,,,,,,,,,
,,,,RADFORD,17,SLEEPY HOLLOW,28,,,,,,,,,,,,,,,,
,,,,LIBERTY,17,BLOOMINGDALE,28,,,,,,,,,,,,,,,,
,,,,WATERVLIET,17,NEWPORT,28,,,,,,,,,,,,,,,,
,,,,ENTERPRISE,17,MADERA,28,,,,,,,,,,,,,,,,
,,,,TULLAHOMA,16,MOSCOW,28,,,,,,,,,,,,,,,,
,,,,LINDEN,16,REDONDO BEACH,28,,,,,,,,,,,,,,,,
,,,,HEBER CITY,16,NORWELL,28,,,,,,,,,,,,,,,,
,,,,TEMECULA,16,PARSIPPANY-TROY HILLS,28,,,,,,,,,,,,,,,,
,,,,WEST VALLEY CITY,16,HASTINGS,28,,,,,,,,,,,,,,,,
,,,,MESQUITE,16,OLD GREENWICH,28,,,,,,,,,,,,,,,,
,,,,STEPHENVILLE,16,GASTONIA,27,,,,,,,,,,,,,,,,
,,,,OSSINING,16,VENTURA,27,,,,,,,,,,,,,,,,
,,,,LOMITA,16,TEMPLE CITY,27,,,,,,,,,,,,,,,,
,,,,DFW AIRPORT,16,HARAHAN,27,,,,,,,,,,,,,,,,
,,,,WEST SPRINGFIELD,16,BELCAMP,27,,,,,,,,,,,,,,,,
,,,,STONEHAM,16,DEKALB,27,,,,,,,,,,,,,,,,
,,,,HAGATNA,16,EULESS,27,,,,,,,,,,,,,,,,
,,,,ROCKLAND,16,FALL RIVER,27,,,,,,,,,,,,,,,,
,,,,HARVEY,16,CHAMBERSBURG,27,,,,,,,,,,,,,,,,
,,,,EULESS,16,THOMASVILLE,27,,,,,,,,,,,,,,,,
,,,,WISCONSIN RAPIDS,16,WOOD DALE,27,,,,,,,,,,,,,,,,
,,,,HENRICO,16,BRENHAM,27,,,,,,,,,,,,,,,,
,,,,HIALEAH,16,ROCHELLE PARK,27,,,,,,,,,,,,,,,,
,,,,OAK BROOK TERRACE,16,FREEHOLD,27,,,,,,,,,,,,,,,,
,,,,AUDUBON,16,OAK CREEK,27,,,,,,,,,,,,,,,,
,,,,HIGHLAND PARK,16,OSHKOSH,27,,,,,,,,,,,,,,,,
,,,,MERIDEN,16,GWYNN OAK,27,,,,,,,,,,,,,,,,
,,,,SUDBURY,16,KINGSTON,27,,,,,,,,,,,,,,,,
,,,,NORTHAMPTON,16,ORANGEBURG,27,,,,,,,,,,,,,,,,
,,,,PARSIPPANNY,16,NEW CENTURY,27,,,,,,,,,,,,,,,,
,,,,DISTRICT OF COLUMBIA,16,EDDYSTONE,27,,,,,,,,,,,,,,,,
,,,,PALM BAY,16,SAINT PETERS,27,,,,,,,,,,,,,,,,
,,,,MISSOULA,16,PUEBLO,27,,,,,,,,,,,,,,,,
,,,,STOUGHTON,16,RIVIERA BEACH,26,,,,,,,,,,,,,,,,
,,,,MOUNTLAKE TERRACE,16,MILIPITAS,26,,,,,,,,,,,,,,,,
,,,,GRAND LEDGE,16,HIGHTSTOWN,26,,,,,,,,,,,,,,,,
,,,,SAVAGE,16,WELDON SPRING,26,,,,,,,,,,,,,,,,
,,,,ROSEBURG,16,LUTHERVILLE-TIMONIUM,26,,,,,,,,,,,,,,,,
,,,,ANZA,16,HIALEAH,26,,,,,,,,,,,,,,,,
,,,,STATESBORO,16,WESTLAND,26,,,,,,,,,,,,,,,,
,,,,GLENDALE HEIGHTS,16,MARSHALL,26,,,,,,,,,,,,,,,,
,,,,PISCATAWAY TOWNSHIP,15,NEW HUDSON,26,,,,,,,,,,,,,,,,
,,,,PORT HURON,15,LADSON,26,,,,,,,,,,,,,,,,
,,,,NEW LONDON,15,PUYALLUP,26,,,,,,,,,,,,,,,,
,,,,LATROBE,15,OAKTON,26,,,,,,,,,,,,,,,,
,,,,HAZELWOOD,15,BILLINGS,26,,,,,,,,,,,,,,,,
,,,,VALPARAISO,15,UTICA,26,,,,,,,,,,,,,,,,
,,,,CHAMBLEE,15,WICHITA FALLS,26,,,,,,,,,,,,,,,,
,,,,ALEXANDER CITY,15,CHEYENNE,26,,,,,,,,,,,,,,,,
,,,,"DULUTH,",15,REGO PARK,26,,,,,,,,,,,,,,,,
,,,,BOYNTON BEACH,15,BEND,26,,,,,,,,,,,,,,,,
,,,,MERRILLVILLE,15,EAST NORRITON,26,,,,,,,,,,,,,,,,
,,,,WEST BURLINGTON,15,WEST CHICAGO,26,,,,,,,,,,,,,,,,
,,,,BELTSVILLE,15,DOTHAN,26,,,,,,,,,,,,,,,,
,,,,SOUTH BRUNSWICK TWP,15,HOMEWOOD,26,,,,,,,,,,,,,,,,
,,,,GLOUCESTER CITY,15,LAKE BLUFF,26,,,,,,,,,,,,,,,,
,,,,KENSINGTON,15,GLADSTONE,26,,,,,,,,,,,,,,,,
,,,,ASPEN,15,OWING MILLS,25,,,,,,,,,,,,,,,,
,,,,SAN MARINO,15,MIDLOTHIAN,25,,,,,,,,,,,,,,,,
,,,,TINLEY PARK,15,WINONA,25,,,,,,,,,,,,,,,,
,,,,LAKE CHARLES,15,TAKOMA PARK,25,,,,,,,,,,,,,,,,
,,,,"SAN JOSE,",15,FAIR LAWN,25,,,,,,,,,,,,,,,,
,,,,UNIVERSAL CITY,15,LONG ISLAND,25,,,,,,,,,,,,,,,,
,,,,NEWPORT,15,NOBLESVILLE,25,,,,,,,,,,,,,,,,
,,,,CHELSEA,15,FAIRLAWN,25,,,,,,,,,,,,,,,,
,,,,BUTLER,15,ROCKLAND,25,,,,,,,,,,,,,,,,
,,,,ROCK ISLAND,15,KEARNY,25,,,,,,,,,,,,,,,,
,,,,GREENSBURG,15,NEWBURGH,25,,,,,,,,,,,,,,,,
,,,,HADLEY,15,DELAND,25,,,,,,,,,,,,,,,,
,,,,ELKO,15,MERCED,25,,,,,,,,,,,,,,,,
,,,,AMITYVILLE,15,THORNTON,25,,,,,,,,,,,,,,,,
,,,,ROCKY MOUNT,15,SHIPPENSBURG,25,,,,,,,,,,,,,,,,
,,,,COCONUT GROVE,15,AMITYVILLE,25,,,,,,,,,,,,,,,,
,,,,DELAND,15,EWING TOWNSHIP,25,,,,,,,,,,,,,,,,
,,,,FREEPORT,15,BECKLEY,25,,,,,,,,,,,,,,,,
,,,,GRAND ISLAND,15,GRINNELL,25,,,,,,,,,,,,,,,,
,,,,CHESTERTON,15,CHINO HILLS,25,,,,,,,,,,,,,,,,
,,,,CARTHAGE,15,ANTIOCH,25,,,,,,,,,,,,,,,,
,,,,NACOGDOCHES,15,CORTLAND,25,,,,,,,,,,,,,,,,
,,,,MIAMI SHORES,15,WEST READING,25,,,,,,,,,,,,,,,,
,,,,KENOSHA,15,BELLEVILLE,25,,,,,,,,,,,,,,,,
,,,,GALLUP,15,GRAND JUNCTION,25,,,,,,,,,,,,,,,,
,,,,GRASS LAKE,15,MT. PLEASANT,24,,,,,,,,,,,,,,,,
,,,,WALLINGFORD,15,MILBURN,24,,,,,,,,,,,,,,,,
,,,,COALINGA,15,BAYONNE,24,,,,,,,,,,,,,,,,
,,,,WHITTIER,15,ROCK ISLAND,24,,,,,,,,,,,,,,,,
,,,,SOUTH RIDING,15,LOCKPORT,24,,,,,,,,,,,,,,,,
,,,,MONTEBELLO,15,HUMBLE,24,,,,,,,,,,,,,,,,
,,,,DOWNINGTOWN,15,OSSINING,24,,,,,,,,,,,,,,,,
,,,,W. DES MOINES,15,ONEONTA,24,,,,,,,,,,,,,,,,
,,,,MENOMONIE,14,REDDING,24,,,,,,,,,,,,,,,,
,,,,SUN VALLEY,14,JACKSON HEIGHTS,24,,,,,,,,,,,,,,,,
,,,,LAVERNE,14,LIVE OAK,24,,,,,,,,,,,,,,,,
,,,,MERCER ISLAND,14,PINEVILLE,24,,,,,,,,,,,,,,,,
,,,,CONROE,14,DOWNEY,24,,,,,,,,,,,,,,,,
,,,,BAYONNE,14,MORTON,24,,,,,,,,,,,,,,,,
,,,,DELAWARE,14,HIGHLAND PARK,24,,,,,,,,,,,,,,,,
,,,,STATESVILLE,14,KINGSVILLE,24,,,,,,,,,,,,,,,,
,,,,GRAYSLAKE,14,DISTRICT OF COLUMBIA,24,,,,,,,,,,,,,,,,
,,,,ALPAHARETTA,14,FLANDERS,24,,,,,,,,,,,,,,,,
,,,,MAMARONECK,14,COOKEVILLE,24,,,,,,,,,,,,,,,,
,,,,IRONDALE,14,CARLISLE,24,,,,,,,,,,,,,,,,
,,,,WEST CONSHOHOCKEN,14,RIVERDALE,24,,,,,,,,,,,,,,,,
,,,,BRANCHBURG,14,SYOSSET,24,,,,,,,,,,,,,,,,
,,,,DODGEVILLE,14,MCDONOUGH,24,,,,,,,,,,,,,,,,
,,,,LUMBERTON,14,BEREA,24,,,,,,,,,,,,,,,,
,,,,LAGUNA BEACH,14,LA PORTE,24,,,,,,,,,,,,,,,,
,,,,BERGENFIELD,14,LEES SUMMIT,24,,,,,,,,,,,,,,,,
,,,,MONTPELIER,14,FAIRBANKS,24,,,,,,,,,,,,,,,,
,,,,ST. PETERS,14,SALINAS,24,,,,,,,,,,,,,,,,
,,,,CHESHIRE,14,OAK PARK HEIGHTS,24,,,,,,,,,,,,,,,,
,,,,MOUNT DORA,14,BOONE,24,,,,,,,,,,,,,,,,
,,,,SOUTH PORTLAND,14,MENDOTA HEIGHTS,24,,,,,,,,,,,,,,,,
,,,,IJAMSVILLE,14,MECHANICSVILLE,24,,,,,,,,,,,,,,,,
,,,,ESCONDIDO,14,CASPER,24,,,,,,,,,,,,,,,,
,,,,SOUTH HACKENSACK,14,MORENCI,24,,,,,,,,,,,,,,,,
,,,,WINONA,14,TARPON SPRINGS,24,,,,,,,,,,,,,,,,
,,,,SOLANA BEACH,14,CORAL SPRING,24,,,,,,,,,,,,,,,,
,,,,ISLANDIA,14,OLD BRIDGE,23,,,,,,,,,,,,,,,,
,,,,WINTER  SPRINGS,14,LA VERNE,23,,,,,,,,,,,,,,,,
,,,,MARLBORO,14,TUPELO,23,,,,,,,,,,,,,,,,
,,,,ROSLYN HEIGHTS,14,POINT COMFORT,23,,,,,,,,,,,,,,,,
,,,,CANYON,14,LEWISTON,23,,,,,,,,,,,,,,,,
,,,,CHANHASSEN,14,NUTLEY,23,,,,,,,,,,,,,,,,
,,,,LEWISBURG,14,CARNEGIE,23,,,,,,,,,,,,,,,,
,,,,HUMBLE,14,ROCKY MOUNT,23,,,,,,,,,,,,,,,,
,,,,NIAGARA FALLS,14,RTP RESRCH TRI,23,,,,,,,,,,,,,,,,
,,,,TETERBORO,14,NORTH ANDOVER,23,,,,,,,,,,,,,,,,
,,,,LAKEVILLE,14,SANJOSE,23,,,,,,,,,,,,,,,,
,,,,SOUTH ELGIN,14,FAIRPORT,23,,,,,,,,,,,,,,,,
,,,,MOORESTOWN,14,DODGE CENTER,23,,,,,,,,,,,,,,,,
,,,,HOWELL,14,"BRONX,NEW YORK",23,,,,,,,,,,,,,,,,
,,,,OCALA,14,ST.LOUIS,23,,,,,,,,,,,,,,,,
,,,,LAKE CITY,14,TIFTON,23,,,,,,,,,,,,,,,,
,,,,MELROSE PARK,14,DRESHER,23,,,,,,,,,,,,,,,,
,,,,CONKLIN,14,LAKE ALFRED,23,,,,,,,,,,,,,,,,
,,,,TOOELE,14,NORTH LAS VEGAS,23,,,,,,,,,,,,,,,,
,,,,BELL GARDENS,13,FEASTERVILLE-TREVOSE,22,,,,,,,,,,,,,,,,
,,,,BROOKVILLE,13,GRAND BLANC,22,,,,,,,,,,,,,,,,
,,,,WINFIELD,13,CHASKA,22,,,,,,,,,,,,,,,,
,,,,TAKOMA PARK,13,YARDLEY,22,,,,,,,,,,,,,,,,
,,,,WILKES-BARRE,13,COCONUT CREEK,22,,,,,,,,,,,,,,,,
,,,,CARPINTERIA,13,CARPINTERIA,22,,,,,,,,,,,,,,,,
,,,,FLEMINGTON,13,ELIZABETHTOWN,22,,,,,,,,,,,,,,,,
,,,,NOGALES,13,MERCER ISLAND,22,,,,,,,,,,,,,,,,
,,,,LA HABRA,13,MOFFETT FIELD,22,,,,,,,,,,,,,,,,
,,,,ERLANGER,13,LODI,22,,,,,,,,,,,,,,,,
,,,,LONDONDERRY,13,NORTH MIAMI,22,,,,,,,,,,,,,,,,
,,,,KEARNEY,13,AZUSA,22,,,,,,,,,,,,,,,,
,,,,BABYLON,13,EDGEWATER,22,,,,,,,,,,,,,,,,
,,,,WELLESLEY HILLS,13,CHALFONT,22,,,,,,,,,,,,,,,,
,,,,LOVELAND,13,LAGUNA BEACH,22,,,,,,,,,,,,,,,,
,,,,NEWBURGH,13,GLASSBORO,22,,,,,,,,,,,,,,,,
,,,,MISSION,13,"SAN JOSE,",22,,,,,,,,,,,,,,,,
,,,,HEMPSTEAD,13,FRANKLIN PARK,22,,,,,,,,,,,,,,,,
,,,,EAU CLAIRE,13,VALDOSTA,22,,,,,,,,,,,,,,,,
,,,,WOOD DALE,13,MARLTON,22,,,,,,,,,,,,,,,,
,,,,PRINCETON JCT,13,"EDISON,",22,,,,,,,,,,,,,,,,
,,,,RINCON,13,LAKEVILLE,22,,,,,,,,,,,,,,,,
,,,,ARDEN HILLS,13,MORENO VALLEY,22,,,,,,,,,,,,,,,,
,,,,OAK HILL,13,CAPE GIRARDEAU,22,,,,,,,,,,,,,,,,
,,,,BRANFORD,13,MAYFIELD,22,,,,,,,,,,,,,,,,
,,,,MONMOUTH JCT,13,RIO RANCHO,22,,,,,,,,,,,,,,,,
,,,,JASPER,13,PLATTEVILLE,22,,,,,,,,,,,,,,,,
,,,,HARVARD,13,SUMTER,22,,,,,,,,,,,,,,,,
,,,,BENSLAEM,13,JERMYN,22,,,,,,,,,,,,,,,,
,,,,WICKLIFFE,13,SCOTTS VALLEY,21,,,,,,,,,,,,,,,,
,,,,PLEASANT PRAIRIE,13,LOVES PARK,21,,,,,,,,,,,,,,,,
,,,,LAKE SUCCESS,13,KELLER,21,,,,,,,,,,,,,,,,
,,,,VALDOSTA,13,GRESHAM,21,,,,,,,,,,,,,,,,
,,,,FT LAUDERDALE,13,WOODLAND PARK,21,,,,,,,,,,,,,,,,
,,,,DUNDEE,13,GRAND FORKS,21,,,,,,,,,,,,,,,,
,,,,CENTURY CITY,13,HOLBROOK,21,,,,,,,,,,,,,,,,
,,,,TOPPENISH,13,STONEHAM,21,,,,,,,,,,,,,,,,
,,,,MYRTLE BEACH,13,SAINT JOSEPH,21,,,,,,,,,,,,,,,,
,,,,MT. DORA,13,TINLEY PARK,21,,,,,,,,,,,,,,,,
,,,,NEW  YORK,13,GREENLAND,21,,,,,,,,,,,,,,,,
,,,,WHITERIVER,13,CENTERVILLE,21,,,,,,,,,,,,,,,,
,,,,LIVERPOOL,13,BALLWIN,21,,,,,,,,,,,,,,,,
,,,,HIGHLAND,13,KENOSHA,21,,,,,,,,,,,,,,,,
,,,,OAKBROOK,13,OWATONNA,21,,,,,,,,,,,,,,,,
,,,,SPRINGVILLE,13,CARTERET,21,,,,,,,,,,,,,,,,
,,,,GLENDORA,12,HACKBERRY,21,,,,,,,,,,,,,,,,
,,,,CAROL STREAM,12,PROSPECT,21,,,,,,,,,,,,,,,,
,,,,AMERICUS,12,HADLEY,21,,,,,,,,,,,,,,,,
,,,,YARDLEY,12,YOUNGSTOWN,21,,,,,,,,,,,,,,,,
,,,,MT. PROSPECT,12,MATTHEWS,21,,,,,,,,,,,,,,,,
,,,,MEDIA,12,ORONO,21,,,,,,,,,,,,,,,,
,,,,EAST STROUDSBURG,12,STUDIO CITY,21,,,,,,,,,,,,,,,,
,,,,MASSAPEQUA,12,MACOMB,21,,,,,,,,,,,,,,,,
,,,,LITTLE FALLS,12,MARTINSVILLE,21,,,,,,,,,,,,,,,,
,,,,MIRA LOMA,12,ETNA,21,,,,,,,,,,,,,,,,
,,,,PEMBROKE,12,MARTINEZ,21,,,,,,,,,,,,,,,,
,,,,GARFIELD,12,WILLOWBROOK,21,,,,,,,,,,,,,,,,
,,,,CHESTNUT RIDGE,12,BLACKLICK,21,,,,,,,,,,,,,,,,
,,,,NOBLESVILLE,12,SEATAC,21,,,,,,,,,,,,,,,,
,,,,LYNNWOOD,12,OWENS CROSS ROADS,21,,,,,,,,,,,,,,,,
,,,,GRANDVILLE,12,ADELPHI,21,,,,,,,,,,,,,,,,
,,,,TEWKSBURY,12,MINDEN,21,,,,,,,,,,,,,,,,
,,,,MT. CLEMENS,12,ISELN,21,,,,,,,,,,,,,,,,
,,,,BOHEMIA,12,CINNAMINSON,20,,,,,,,,,,,,,,,,
,,,,"WASHINGTON, DC",12,ROXBURY,20,,,,,,,,,,,,,,,,
,,,,SALINA,12,GLENDALE HEIGHTS,20,,,,,,,,,,,,,,,,
,,,,ROSEDALE,12,PITTSFORD,20,,,,,,,,,,,,,,,,
,,,,LINCOLN PARK,12,NEW BEDFORD,20,,,,,,,,,,,,,,,,
,,,,WEST ISLIP,12,VALPARAISO,20,,,,,,,,,,,,,,,,
,,,,ALTADENA,12,MARSHALLTOWN,20,,,,,,,,,,,,,,,,
,,,,OLIVE BRANCH,12,JEFFERSON,20,,,,,,,,,,,,,,,,
,,,,STEVENS POINT,12,SELMA,20,,,,,,,,,,,,,,,,
,,,,BEREA,12,WEEHAUKEN,20,,,,,,,,,,,,,,,,
,,,,PACIFIC PALISADES,12,STATESVILLE,20,,,,,,,,,,,,,,,,
,,,,VICTORVILLE,12,WHITTIER,20,,,,,,,,,,,,,,,,
,,,,CLOVIS,12,TAMARAC,20,,,,,,,,,,,,,,,,
,,,,DAVENPORT,12,LEOMINSTER,20,,,,,,,,,,,,,,,,
,,,,CRANBERRY,12,GRIFFIN,20,,,,,,,,,,,,,,,,
,,,,NORTH BETHESDA,12,CEDAR KNOLLS,20,,,,,,,,,,,,,,,,
,,,,COOKEVILLE,12,ROSEBURG,20,,,,,,,,,,,,,,,,
,,,,WAUSAU,12,REASERCH TRIANGLE PARK,20,,,,,,,,,,,,,,,,
,,,,BRIDGEVILLE,12,DOUGLAS,20,,,,,,,,,,,,,,,,
,,,,WILLOW GROVE,12,BAR HARBOR,20,,,,,,,,,,,,,,,,
,,,,RAPID CITY,12,FREEMONT,20,,,,,,,,,,,,,,,,
,,,,PRESQUE ISLE,12,CHILLICOTHE,20,,,,,,,,,,,,,,,,
,,,,BERRIEN SPRINGS,12,SAN FRANCISO,20,,,,,,,,,,,,,,,,
,,,,FAIRHAVEN,12,HALLANDALE BEACH,20,,,,,,,,,,,,,,,,
,,,,ELKTON,12,AVON,20,,,,,,,,,,,,,,,,
,,,,YORBA LINDA,12,ROME,20,,,,,,,,,,,,,,,,
,,,,PLATTEVILLE,12,NEW PORT RICHEY,20,,,,,,,,,,,,,,,,
,,,,LOMA LINDA,12,MANGILAO,20,,,,,,,,,,,,,,,,
,,,,COMMACK,12,PLACENTIA,20,,,,,,,,,,,,,,,,
,,,,THORNWOOD,12,SUPERIOR,20,,,,,,,,,,,,,,,,
,,,,SMITHFIELD,12,CLARKSBURG,20,,,,,,,,,,,,,,,,
,,,,NEWNAN,12,OKLAHOMA,20,,,,,,,,,,,,,,,,
,,,,GLEN COVE,12,HAMDEN,20,,,,,,,,,,,,,,,,
,,,,CAPE CORAL,12,MELROSE PARK,20,,,,,,,,,,,,,,,,
,,,,LAKE IN THE HILLS,12,CALVERTON,20,,,,,,,,,,,,,,,,
,,,,SUITE #8026,12,MACUNGIE,20,,,,,,,,,,,,,,,,
,,,,CORTLANDT MANOR,12,GLENDORA,19,,,,,,,,,,,,,,,,
,,,,NEW BRAUNFELS,11,JANESVILLE,19,,,,,,,,,,,,,,,,
,,,,LINDON,11,BRANDON,19,,,,,,,,,,,,,,,,
,,,,BETHEL,11,VICTORIA,19,,,,,,,,,,,,,,,,
,,,,OCEAN,11,TRUMBULL,19,,,,,,,,,,,,,,,,
,,,,SHIPROCK,11,MORTON GROVE,19,,,,,,,,,,,,,,,,
,,,,LEVITTOWN,11,GRAND ISLAND,19,,,,,,,,,,,,,,,,
,,,,LEWISTON,11,GREEN,19,,,,,,,,,,,,,,,,
,,,,LODI,11,UNIONTOWN,19,,,,,,,,,,,,,,,,
,,,,LILBURN,11,MURFREESBORO,19,,,,,,,,,,,,,,,,
,,,,SCOTTS VALLEY,11,WAVERLY,19,,,,,,,,,,,,,,,,
,,,,NORRISTOWN,11,HAYS,19,,,,,,,,,,,,,,,,
,,,,BRIDGETON,11,GUILFORD,19,,,,,,,,,,,,,,,,
,,,,MAGNOLIA,11,MICHIGAN CITY,19,,,,,,,,,,,,,,,,
,,,,HAILEY,11,NORTH PROVIDENCE,19,,,,,,,,,,,,,,,,
